GENEID	CHROMOSOME	START	END	STRAND	BAND	SYMBOL	ENTREZID	REFSEQID
ENSG00000079102	8	92967203	93115514	-1	q21.3	RUNX1T1	862	NM_004349,NM_175634,NM_175635,NM_175636,NM_001198630,NM_001198631,NM_001198632,NM_001198633,NM_001198634,NM_001198679,NM_001198625,NM_001198626,NM_001198627,NM_001198628,NM_001198629
ENSG00000164291	5	94890778	94940768	1	q15	ARSK	153642	NM_198150
ENSG00000164292	5	95049226	95160087	1	q15	RHOBTB3	22836	NM_014899
ENSG00000164294	5	54455946	54462899	1	q11.2	GPX8	493869	NM_001008397
ENSG00000176274	X	103343898	103401708	-1	q22.2	MCART6	401612	NM_001012755
ENSG00000079112	8	95139399	95229531	-1	q22.1	CDH17	1015	NM_004063,NM_001144663
ENSG00000164296	5	149372681	149380730	-1	q32	TIGD6	81789	NM_030953
ENSG00000056487	22	45277042	45405880	-1	q13.31	PHF21B	112885	NM_138415,NM_001135862
ENSG00000164299	5	79615444	79617661	1	q14.1	SPZ1	84654	NM_032567
ENSG00000176273	10	95653730	95715819	1	q23.33	TMEM20	159371	NM_001134658,NM_153226
ENSG00000188257	1	20301925	20306932	-1	p36.13	PLA2G2A	5320	NM_001161728,NM_000300
ENSG00000070785	1	45316450	45452282	-1	p34.1	EIF2B3	8891	NM_020365,NM_001166588
ENSG00000176281	14	20388741	20389818	1	q11.2	OR4K5	79317	NM_001005483
ENSG00000067141	15	73344825	73597547	1	q24.1	NEO1	4756	NM_002499,NM_001172623,NM_001172624
ENSG00000055163	5	156693089	156822606	1	q33.3	CYFIP2	26999	NM_001037333,NM_014376,NM_001037332
ENSG00000188263	22	50432942	50451088	-1	q13.33	IL17REL	400935	NM_001001694
ENSG00000188266	15	78799906	78829714	1	q25.1	AGPHD1	123688	NM_001083612,NM_001013619
ENSG00000188269	19	14938094	14945960	-1	p13.12	OR7A5	26659	NM_017506
ENSG00000094755	5	170190354	170241051	1	q35.1	GABRP	2568	NM_014211
ENSG00000176293	19	58570607	58597677	1	q13.43	ZNF135	7694	NM_007134,NM_001164530,NM_003436,NM_001164529
ENSG00000176294	14	20295608	20296531	1	q11.2	OR4N2	390429	NM_001004723,NR_028067
ENSG00000079134	18	214527	268059	-1	p11.32	THOC1	9984	NM_005131
ENSG00000188277	15	41062159	41064643	1	q15.1	C15orf62	643338	NM_001130448
ENSG00000176299	14	20248401	20249516	1	q11.2	OR4M1	441670	NM_001005500
ENSG00000188279	10	49199649	49207835	-1	q11.22	FAM25C	100132929,100133093,644054,643161	NM_001137548
ENSG00000068489	17	57233101	57279924	1	q22	PRR11	55771	NM_018304
ENSG00000082781	3	124480795	124606674	-1	q21.2	ITGB5	3693	NM_002213
ENSG00000092108	14	31091521	31205018	1	q12	SCFD1	23256	NM_016106,NM_182835
ENSG00000188282	2	218899683	218955304	1	q35	RUFY4	285180	NR_034176,NM_198483
ENSG00000188283	19	37717366	37734566	1	q13.12	ZNF383	163087	NM_152604
ENSG00000067167	8	71485677	71520622	-1	q13.3	TRAM1	23471	NM_014294
ENSG00000188290	1	934342	935552	-1	p36.33	HES4	57801	NM_021170,NM_001142467
ENSG00000079150	2	179328391	179343327	-1	q31.2	FKBP7	51661	NM_001135212,NM_181342
ENSG00000188293	19	46733009	46734500	1	q13.32	IGFL1	374918	NM_198541
ENSG00000188295	1	247261406	247267674	-1	q44	ZNF669	79862	NM_024804,NM_001142572
ENSG00000067177	X	71798664	71934167	-1	q13.2	PHKA1	5255	NM_002637,NM_001172436,NM_001122670
ENSG00000079156	2	179059208	179264160	1	q31.2	OSBPL6	114880	NM_001201480,NM_001201481,NM_001201482,NM_145739,NM_032523
ENSG00000213714	20	55108302	55111576	1	q13.31	C20orf107	388799	NM_001013646
ENSG00000213719	6	31698358	31707540	-1	p21.33	CLIC1	1192	NM_001288
ENSG00000081479	2	169983619	170219195	-1	q31.1	LRP2	4036	NM_004525
ENSG00000067182	12	6437923	6451280	-1	p13.31	TNFRSF1A	7132	NM_001065
ENSG00000213722	6	31694815	31698394	-1	p21.33	DDAH2	23564	NM_013974
ENSG00000094796	17	39549976	39553844	-1	q21.2	KRT31	3881	NM_002277
ENSG00000067191	17	37329709	37353955	-1	q12	CACNB1	782	NM_000723,NM_199247,NM_199248
ENSG00000092140	14	31028364	31089269	1	q12	G2E3	55632	NM_017769
ENSG00000105926	7	24612887	24729159	1	p15.3	MPP6	51678	NM_016447
ENSG00000117906	15	77223960	77242601	1	q24.3	RCN2	5955	NM_002902
ENSG00000105928	7	24737972	24809244	-1	p15.3	DFNA5	1687	NM_004403,NM_001127453,NM_001127454
ENSG00000105929	7	138391040	138484305	-1	q34	ATP6V0A4	50617	NM_130841,NM_130840,NM_020632
ENSG00000092148	14	31569324	31676689	-1	q12	HECTD1	25831	NM_015382
ENSG00000080166	13	95090830	95131936	-1	q32.1	DCT	1638	NM_001922,NM_001129889
ENSG00000213741	14	50043390	50053094	-1	q21.3	RPS29	6235	NM_001030001,NM_001032
ENSG00000237703	HSCHR6_MHC_APD	30056560	30065548	-1	null	null	10107	null
ENSG00000105939	7	138728266	138794465	-1	q34	ZC3HAV1	56829	NM_020119,NM_024625
ENSG00000237710	HSCHR6_MHC_DBB	33021645	33032912	1	null	null	3115	null
ENSG00000104611	8	19171128	19253729	1	p21.3	SH2D4A	63898	NM_001174159,NM_022071,NM_001174160
ENSG00000104613	8	19674651	19709594	1	p21.3	INTS10	55174	NM_018142
ENSG00000225736	HSCHR6_MHC_DBB	29054096	29055102	-1	null	null	442184	null
ENSG00000225737	HSCHR6_MHC_COX	31914409	31925080	1	null	null	6499	null
ENSG00000105948	7	138818490	138876732	1	q34	TTC26	79989	NM_001144923,NM_024926,NM_001144920
ENSG00000213759	4	70065669	70080449	-1	q13.2	UGT2B11	10720	NM_001073
ENSG00000080189	20	44978167	44993043	-1	q13.12	SLC35C2	51006	NM_015945,NM_173179,NM_173073
ENSG00000213760	6	31512239	31516204	-1	p21.33	ATP6V1G2	534	NM_130463,NM_001204078,NM_138282
ENSG00000213762	19	58125619	58134721	1	q13.43	ZNF134	7693	NM_003435
ENSG00000129910	16	89238175	89261900	1	q24.3	CDH15	1013	NM_004933
ENSG00000129911	19	1852399	1863564	-1	p13.3	KLF16	83855	NM_031918
ENSG00000105953	7	44646171	44748665	1	p13	OGDH	4967	NM_002541,NM_001003941,NM_001165036
ENSG00000237724	HSCHR6_MHC_COX	31770617	31773099	1	null	null	3303,3304	null
ENSG00000116604	1	156433519	156470620	-1	q22	MEF2D	4209	NM_005920
ENSG00000104626	8	8859657	8974256	1	p23.1	ERI1	90459	NM_153332
ENSG00000225748	HSCHR6_MHC_MCF	31664790	31681839	1	null	null	null	null
ENSG00000237727	HSCHR6_MHC_COX	31570375	31572212	1	null	null	199	null
ENSG00000105954	7	25264189	25268105	-1	p15.3	NPVF	64111	NM_022150
ENSG00000249709	19	12636185	12662327	-1	p13.2	ZNF564	163050	NM_144976
ENSG00000224420	19	50193095	50193750	1	q13.33	C19orf76	199800	NM_001101340
ENSG00000105963	7	937540	995043	-1	p22.3	ADAP1	11033	NM_006869
ENSG00000237733	HSCHR6_MHC_MANN	30033239	30038860	-1	null	null	null	null
ENSG00000104635	8	22224762	22291642	1	p21.3	SLC39A14	23516	NM_015359,NM_001128431,NM_001135153,NM_001135154
ENSG00000129925	16	420773	437113	-1	p13.3	TMEM8A	58986	NM_021259
ENSG00000105968	7	44866390	44887682	-1	p13	H2AFV	94239	NM_201517,NM_138635,NM_012412,NM_201436,NM_201516
ENSG00000236406	6	30227374	30234728	1	p22.1	HLA-L	null	NR_027822
ENSG00000105967	7	115575202	115799950	-1	q31.2	TFEC	22797	NM_001018058,NM_012252
ENSG00000250709	13	36742931	36871979	-1	q13.3	C13orf38-SOHLH2	100526761	null
ENSG00000213780	6	30875961	30881883	1	p21.33	GTF2H4	2968	NM_001517
ENSG00000105971	7	115927434	116148595	1	q31.2	CAV2	858	NM_001233,NM_198212
ENSG00000103310	16	21208771	21222868	-1	p12.2	ZP2	7783	NM_003460
ENSG00000129932	19	3490820	3500938	-1	p13.3	DOHH	83475	NM_031304,NM_001145165
ENSG00000105974	7	116164839	116201233	1	q31.2	CAV1	857	NM_001172895,NM_001172896,NM_001172897,NM_001753
ENSG00000105976	7	116312248	116438440	1	q31.2	MET	4233	NM_001127500,NM_000245
ENSG00000128604	7	128577666	128590089	1	q32.1	IRF5	3663	NM_032643,NM_001098627,NM_001098630,NM_001098629
ENSG00000103316	16	21269839	21314372	-1	p12.2	CRYM	1428	NM_001014444,NM_001888
ENSG00000128606	7	102553438	102585396	1	q22.1	LRRC17	10234	NM_001031692,NM_005824
ENSG00000236418	HSCHR6_MHC_DBB	32574291	32596644	1	null	null	100509457,100507686	null
ENSG00000103319	16	22217616	22297954	1	p12.2	EEF2K	29904	NM_013302
ENSG00000128609	7	123177051	123198309	-1	q31.32	NDUFA5	4698	NM_005000
ENSG00000092199	14	21677295	21737638	-1	q11.2	HNRNPC	3183	NM_031314,NM_004500,NM_001077442,NM_001077443
ENSG00000104643	8	11141925	11185646	1	p23.1	MTMR9	66036	NM_015458
ENSG00000129933	19	19431614	19469564	1	p13.11	MAU2	23383	NM_015329
ENSG00000213782	12	12966250	12982915	1	p13.1	DDX47	51202	NM_201224,NM_016355
ENSG00000130921	12	123717463	123742506	1	q24.31	C12orf65	91574	NM_152269,NM_001194995,NM_001143905
ENSG00000128607	7	129710350	129773596	1	q32.2	KLHDC10	23008	NM_014997
ENSG00000225766	14	24505710	24520580	1	q11.2	DHRS4L1	728635	NM_001082488
ENSG00000128602	7	128828713	128853386	1	q32.1	SMO	6608	NM_005631
ENSG00000105982	7	156432975	156469824	1	q36.3	RNF32	140545	NM_001184996,NM_001184997,NM_030936
ENSG00000105983	7	156473571	156685924	-1	q36.3	LMBR1	64327	NM_022458
ENSG00000128610	7	121941448	121950745	-1	q31.32	FEZF1	389549	NM_001160264,NM_001024613
ENSG00000213793	19	53418450	53421126	-1	q13.41	null	null	null
ENSG00000236424	Y	9365489	9368291	1	p11.2	TSPY10	728137,100289087,7258	null
ENSG00000129946	19	416587	460996	-1	p13.3	SHC2	25759	NM_012435
ENSG00000105989	7	116916685	116963343	-1	q31.2	WNT2	7472	NM_003391
ENSG00000236428	HSCHR6_MHC_SSTO	30635612	30638612	-1	null	null	null	null
ENSG00000103326	16	577856	604636	1	p13.3	SOLH	6650	NM_005632
ENSG00000115306	2	54683422	54896812	1	p16.2	SPTBN1	6711	NM_178313,NM_003128
ENSG00000128617	7	128412545	128415844	-1	q32.1	OPN1SW	611	NM_001708
ENSG00000248405	22	45098113	45258586	1	q13.31	PRR5-ARHGAP8	23779,553158	null
ENSG00000250722	5	42799982	42887494	-1	p12	SEPP1	null	NM_001085486,NM_005410
ENSG00000115307	2	74753772	74757066	-1	p13.1	AUP1	550	NM_181575
ENSG00000142910	1	32042116	32053288	1	p35.2	TINAGL1	64129	NM_022164
ENSG00000213799	19	53837002	53858122	1	q13.42	ZNF845	91664	NM_138374
ENSG00000103313	16	3292027	3306627	-1	p13.3	MEFV	4210	NM_000243,NM_001198536
ENSG00000130935	17	65714061	65740318	1	q24.2	NOL11	25926	NM_015462
ENSG00000130939	1	10092890	10241297	1	p36.22	UBE4B	10277	NM_001105562,NM_006048
ENSG00000225781	7	142749417	142750444	1	q34	OR6V1	346517	NM_001001667
ENSG00000104660	8	29952914	30034724	1	p12	LEPROTL1	23484	NM_001128208,NM_015344
ENSG00000105993	7	157128075	157210133	1	q36.3	DNAJB6	10049	NM_058246,NM_005494
ENSG00000237763	1	104197912	104262518	1	p21.1	AMY1A	276,277,278	NM_004038,NM_001008221
ENSG00000117971	15	78916461	78933587	-1	q25.1	CHRNB4	1143	NM_000750
ENSG00000224455	HSCHR6_MHC_MCF	33388442	33410197	-1	null	null	6293	null
ENSG00000102003	X	49044269	49056718	-1	p11.23	SYP	6855	NM_003179
ENSG00000103335	16	88781746	88851372	-1	q24.3	FAM38A	9780	NM_001142864
ENSG00000116641	1	62920399	63153969	-1	p31.3	DOCK7	85440	NM_033407
ENSG00000235107	HSCHR6_MHC_MANN	33330195	33334422	1	null	null	6015	null
ENSG00000236438	3	197879237	197896723	1	q29	FAM157A	100132403,100132055,728262,100132858	null
ENSG00000128626	19	39421348	39423657	1	q13.2	MRPS12	6183	NM_033363,NM_021107,NM_033362
ENSG00000235109	6	28292470	28324048	-1	p22.1	ZNF323	64288	NM_145909,NR_024164,NM_030899,NM_001135215,NM_001135216
ENSG00000130940	1	10696661	10856707	-1	p36.22	CASZ1	54897	NM_017766,NM_001079843
ENSG00000142920	1	33546705	33586131	1	p35.1	ADC	113451	NM_052998
ENSG00000250733	8	140943416	140946190	1	q24.3	C8orf17	100507249,100293561	null
ENSG00000130943	22	46651560	46659219	-1	q13.31	PKDREJ	10343	NM_006071
ENSG00000129951	19	812518	821967	-1	p13.3	MIR3187	79948	NR_036154,NM_024888
ENSG00000102001	X	49061523	49089833	-1	p11.23	CACNA1F	778	NM_005183
ENSG00000102007	X	49028273	49031588	1	p11.23	PLP2	5355	NM_002668
ENSG00000116649	1	11114641	11120081	-1	p36.22	SRM	6723	NM_003132
ENSG00000130948	9	98997588	99064434	-1	q22.32	HSD17B3	3293	NM_000197
ENSG00000115310	2	55199325	55339757	-1	p16.1	RTN4	57142	NM_007008,NM_207520,NM_207521,NM_020532,NM_153828
ENSG00000115317	2	74756504	74760472	1	p13.1	HTRA2	27429	NM_013247,NM_145074
ENSG00000008838	17	38175350	38210661	-1	q21.1	MED24	9862	NM_014815,NM_001079518
ENSG00000237765	4	15683285	15707188	1	p15.32	FAM200B	285550	NM_001145191
ENSG00000105997	7	27145816	27192200	-1	p15.2	HOXA3	3200	NM_030661,NM_153631
ENSG00000105991	7	27132612	27135615	-1	p15.2	HOXA1	3198	NM_005522,NM_153620
ENSG00000115318	2	74759541	74782817	-1	p13.1	LOXL3	84695	NM_032603
ENSG00000104671	8	30013813	30041156	1	p12	DCTN6	10671	NM_006571
ENSG00000249751	5	138784245	138842328	-1	q31.2	ECSCR	641700	NM_001077693
ENSG00000103342	16	11961987	12010519	-1	p13.13	GSPT1	2935	NM_002094,NM_001130006,NM_001130007
ENSG00000116652	1	64014635	64015911	1	p31.3	DLEU2L	null	null
ENSG00000236443	HSCHR6_MHC_MANN	32962293	32966279	-1	null	null	5696	null
ENSG00000117983	11	1244296	1284402	1	p15.5	MUC5B	727897	NM_002458
ENSG00000237777	HSCHR6_MHC_DBB	29274521	29275486	1	null	null	null	null
ENSG00000236446	X	120006457	120009779	-1	q24	CT47B1	643311	NM_001145718
ENSG00000129968	19	1876976	1885518	-1	p13.3	FAM108A1	81926	NM_001130111,NM_031213
ENSG00000007516	16	1383646	1399440	1	p13.3	BAIAP3	8938	NM_001199099,NM_003933,NM_001199096,NM_001199097,NM_001199098
ENSG00000104679	8	23127633	23153792	1	p21.3	R3HCC1	203069	NM_001136108
ENSG00000250741	2	18736811	18770830	-1	p24.2	NT5C1B-RDH14	100526794	NM_001199103,NM_001199104
ENSG00000103343	16	3451190	3459370	1	p13.3	ZNF174	7727	NM_003450,NM_001032292
ENSG00000130950	9	97077605	97090991	-1	q22.32	FAM22F	54754	NM_017561
ENSG00000129965	11	2153768	2182439	-1	p15.5	null	723961	NM_001042376
ENSG00000250745	4	9259850	9261442	1	p16.1	null	728379,100287441,391627	null
ENSG00000154914	17	9548950	9633001	1	p13.1	USP43	124739	NM_153210
ENSG00000130957	9	97321002	97356075	-1	q22.32	FBP2	8789	NM_003837
ENSG00000130958	9	99082988	99145992	-1	q22.32	SLC35D2	11046	NM_007001
ENSG00000154917	3	133543083	133614680	-1	q22.1	RAB6B	51560	NM_016577
ENSG00000115325	2	74776153	74784681	1	p13.1	DOK1	1796	NM_001381,NM_001197260
ENSG00000102010	X	15482369	15574652	1	p22.2	BMX	660	NM_001721,NM_203281
ENSG00000130956	9	99212483	99253618	1	q22.32	HABP4	22927	NM_014282
ENSG00000117984	11	1773982	1785222	-1	p15.5	CTSD	1509	NM_001909
ENSG00000142937	1	45240923	45244451	1	p34.1	RPS8	6202	NM_001012
ENSG00000224453	12	49331472	49351247	-1	q13.12	null	null	null
ENSG00000105996	7	27139973	27142148	-1	p15.2	HOXA2	3199	NM_006735
ENSG00000224470	16	71879899	71891231	1	q22.2	ATXN1L	342371	NM_001137675
ENSG00000224472	HSCHR6_MHC_MCF	31204889	31210518	1	null	null	null	null
ENSG00000007520	16	1399241	1401912	-1	p13.3	C16orf42	115939	NM_001001410
ENSG00000103353	16	23568392	23585710	1	p12.2	UBFD1	56061	NM_019116
ENSG00000008853	8	22844930	22877712	1	p21.3	RHOBTB2	23221	NM_001160036,NM_001160037,NM_015178
ENSG00000102021	X	114524293	114542121	1	q23	LUZP4	51213	NM_016383
ENSG00000102024	X	114795501	114885181	1	q23	PLS3	5358	NM_001136025,NM_005032,NM_001172335
ENSG00000103356	16	23533335	23568696	-1	p12.2	EARS2	124454	NM_001083614
ENSG00000104689	8	23047965	23082639	-1	p21.3	TNFRSF10A	8797	NM_003844
ENSG00000127311	12	66696325	66737423	1	q14.3	HELB	92797	NM_033647
ENSG00000127318	12	68642022	68647387	-1	q15	IL22	50616	NM_020525
ENSG00000103355	16	2833954	2836708	-1	p13.3	PRSS33	260429	NM_152891
ENSG00000235125	HSCHR6_MHC_MCF	31590993	31602942	1	null	null	null	null
ENSG00000130962	X	37208528	37316548	1	p21.1	PRRG1	5638	NM_001142395,NM_001173489,NM_000950,NM_001173486,NM_001173490
ENSG00000033800	15	68346572	68480402	1	q23	PIAS1	8554	NM_016166
ENSG00000166900	11	59480929	59573354	1	q12.1	STX3	6809	NM_001178040,NM_004177
ENSG00000166902	11	59573608	59578345	-1	q12.1	MRPL16	54948	NM_017840
ENSG00000250755	19	10762542	10764158	-1	p13.2	null	null	NR_024333
ENSG00000116663	1	11724181	11734411	1	p36.22	FBXO6	26270	NM_018438
ENSG00000236454	10	667920	671029	-1	p15.3	null	100506940	null
ENSG00000115339	2	166604101	166651192	-1	q24.3	GALNT3	2591	NM_004482
ENSG00000154928	3	134316643	134979309	1	q22.2	EPHB1	2047	NM_004441
ENSG00000166908	12	57984942	57997208	1	q13.3	PIP4K2C	79837	NM_001146260,NM_001146258,NM_001146259,NM_024779
ENSG00000116668	1	185126212	185260897	1	q25.3	SWT1	54823	NM_017673,NM_001105518
ENSG00000142949	1	43990858	44089343	1	p34.2	PTPRF	5792	NM_002840,NM_130440
ENSG00000021826	2	211342406	211543831	1	q34	CPS1	1373	NM_001875,NM_001122633,NM_001122634
ENSG00000127314	12	69004619	69054372	1	q15	RAP1B	100508643,5908,100510068	NM_001010942,NM_015646
ENSG00000116667	1	184356192	184598154	1	q25.3	C1orf21	81563	NM_030806
ENSG00000116661	1	11708424	11715842	-1	p36.22	FBXO2	26232	NM_012168
ENSG00000128641	2	192109911	192290115	1	q32.3	MYO1B	4430	NM_012223,NM_001161819,NM_001130158
ENSG00000116670	1	11734538	11751707	-1	p36.22	MAD2L2	10459	NM_001127325,NM_006341
ENSG00000142945	1	45205490	45233439	1	p34.1	KIF2C	11004	NM_006845
ENSG00000102030	X	153194695	153200676	-1	q28	NAA10	8260	NM_003491
ENSG00000235132	HSCHR6_MHC_COX	29421536	29428682	1	null	null	26716	null
ENSG00000103363	16	2821415	2827278	-1	p13.3	TCEB2	6923	NM_207013,NM_007108
ENSG00000235134	HSCHR6_MHC_MCF	32082523	32085891	1	null	null	1589	null
ENSG00000114013	3	121774213	121839983	1	q13.33	CD86	942	NM_006889,NM_175862
ENSG00000224487	HSCHR6_MHC_MANN	29340936	29417450	-1	null	null	81797	null
ENSG00000116675	1	65713902	65881552	1	p31.3	DNAJC6	9829	NM_014787
ENSG00000116678	1	65886248	66107242	1	p31.3	LEPR	3953	NM_001198689,NM_001198688,NM_002303,NM_001003680,NM_001003679,NM_001198687
ENSG00000008869	2	37195526	37311485	-1	p22.2	HEATR5B	54497	NM_019024
ENSG00000114019	3	134074716	134094321	-1	q22.2	AMOTL2	51421	NM_016201
ENSG00000127329	12	70910630	71031210	-1	q15	PTPRB	5787	NM_002837,NM_001109754
ENSG00000127325	12	70037140	70093196	-1	q15	BEST3	144453	NM_032735,NM_152439
ENSG00000129988	20	36974759	37005665	1	q11.23	LBP	3929	NM_004139
ENSG00000103365	16	23474863	23521815	-1	p12.2	GGA2	100293916,23062	NM_015044
ENSG00000250765	5	180756242	180769214	1	q35.3	null	100288646,100287654,100286914,100507200	null
ENSG00000166913	20	43514317	43537173	1	q13.12	YWHAB	7529	NM_139323,NM_003404
ENSG00000128652	2	177001340	177037830	1	q31.1	HOXD3	3232	NM_006898
ENSG00000166912	15	31231144	31283807	-1	q13.3	MTMR10	54893	NM_017762
ENSG00000127328	12	70132642	70211157	1	q15	RAB3IP	117177	NM_175623,NM_175624,NM_175625,NM_001024647,NM_022456
ENSG00000127324	12	71518869	71835678	-1	q21.1	TSPAN8	7103	NM_004616
ENSG00000139304	12	80828863	81073108	1	q21.31	PTPRQ	null	NM_001145026
ENSG00000141627	18	46570172	46987079	-1	q21.1	DYM	54808	NM_017653
ENSG00000249773	7	55954970	56022932	1	p11.2	null	51373	null
ENSG00000141622	18	43914187	44040783	1	q21.1	RNF165	494470	NM_152470
ENSG00000128654	2	177134123	177202753	1	q31.1	MTX2	10651	NR_027850,NM_006554
ENSG00000128655	2	178492797	178973081	-1	q31.2	PDE11A	50940	NM_001077197,NM_016953,NM_001077358,NM_001077196
ENSG00000128656	2	175664091	175870097	-1	q31.1	CHN1	1123	NM_001025201,NM_001822
ENSG00000128645	2	177053307	177055635	1	q31.1	HOXD1	3231	NM_024501
ENSG00000129990	19	55684464	55691720	-1	q13.42	SYT5	6861	NM_003180
ENSG00000129991	19	55663138	55669100	-1	q13.42	TNNI3	7137	NM_000363
ENSG00000115350	2	75185619	75197255	1	p12	POLE4	56655	NM_019896
ENSG00000007541	16	616995	634136	1	p13.3	PIGQ	9091	NM_004204,NM_148920
ENSG00000126001	20	34042985	34099804	1	q11.22	CEP250	11190	NM_007186
ENSG00000224496	HSCHR6_MHC_APD	30040743	30053350	1	null	null	135644	null
ENSG00000114023	3	122103023	122131181	1	q21.1	FAM162A	26355	NM_014367
ENSG00000007545	16	1662338	1736716	1	p13.3	CRAMP1L	57585	NM_020825
ENSG00000103375	16	25228242	25240261	1	p12.1	AQP8	343	NM_001169
ENSG00000248458	1	67131547	67142710	-1	p31.3	null	null	null
ENSG00000102043	X	63444187	63615333	-1	q11.2	MTMR8	55613,142689	NM_017677
ENSG00000139318	12	89741839	89746296	-1	q21.33	DUSP6	1848	NM_001946,NM_022652
ENSG00000115355	2	55514978	55647057	-1	p16.1	CCDC88A	55704	NM_001135597,NM_018084
ENSG00000114021	3	100053545	100074449	1	q12.2	NIT2	56954	NM_020202
ENSG00000166920	15	45722763	45725647	1	q21.1	C15orf48	84419	NM_197955,NR_030599,NM_032413
ENSG00000127337	12	69753532	69784575	1	q15	YEATS4	8089	NM_006530
ENSG00000166922	15	32933877	32989299	1	q13.3	SCG5	6447	NM_001144757,NM_003020
ENSG00000166923	15	33010175	33026870	1	q13.3	GREM1	26585	NM_001191322,NM_001191323,NM_013372
ENSG00000166924	7	100081550	100092422	1	q22.1	C7orf51	222950	NM_173564
ENSG00000166925	7	100060982	100076902	-1	q22.1	TSC22D4	81628	NM_030935
ENSG00000166926	11	60102304	60164069	1	q12.2	MS4A6E	245802	NM_139249
ENSG00000140307	15	59930261	59949740	-1	q22.2	GTF2A2	2958	NM_004492
ENSG00000130985	X	47050260	47074527	1	p11.23	UBA1	7317	NM_003334,NM_153280
ENSG00000166928	11	60146003	60185161	1	q12.2	MS4A14	84689	NM_032597,NM_001079692
ENSG00000166927	11	60145955	60163424	1	q12.2	MS4A7	58475	NM_021201,NM_206940,NM_206938,NM_206939
ENSG00000178904	19	32896655	32976795	1	q13.11	DPY19L3	147991	NM_001172774,NM_207325
ENSG00000116685	1	11979648	11986485	-1	p36.22	KIAA2013	90231	NM_138346
ENSG00000127334	12	68042118	68059186	1	q15	DYRK2	8445	NM_006482,NM_003583
ENSG00000141639	18	48086484	48258196	1	q21.1	MAPK4	5596	NM_002747
ENSG00000114026	3	9791628	9829903	1	p25.3	OGG1	4968	NM_016820,NM_002542,NM_016821,NM_016826,NM_016827,NM_016828,NM_016829,NM_016819
ENSG00000102048	X	15252900	15288589	-1	p22.2	ASB9	140462	NM_001168530,NM_001031739,NM_001168531,NM_024087
ENSG00000006210	16	57406375	57418960	1	q21	CX3CL1	6376	NM_002996
ENSG00000103381	16	12756919	12897738	-1	p13.12	CPPED1	55313	NM_018340,NM_001099455
ENSG00000114030	3	122140796	122233792	-1	q21.1	KPNA1	3836	NR_026698,NM_002264
ENSG00000116690	1	186265405	186283694	1	q31.1	PRG4	10216	NM_001127710,NM_001127708,NM_001127709,NM_005807
ENSG00000235153	15	30427254	30428639	1	q13.2	null	653720,100288601	null
ENSG00000102053	X	64708615	64727767	1	q12	ZC3H12B	340554	NM_001010888
ENSG00000235155	HSCHR6_MHC_DBB	33222834	33224527	1	null	null	8705	null
ENSG00000139323	12	89813500	89920039	-1	q21.33	POC1B	8693,100528030,282809	NM_001199781,NM_003774,NM_001199782,NM_172240,NR_037659,NR_037660,NM_001199777
ENSG00000126012	X	53220503	53254604	-1	p11.22	KDM5C	8242	NM_004187,NM_001146702
ENSG00000126016	X	112017731	112084043	-1	q23	AMOT	154796	NM_133265,NM_001113490,NR_036255
ENSG00000248469	5	175476681	175489024	-1	q35.2	null	null	null
ENSG00000102057	X	48818639	48827976	-1	p11.23	KCND1	3750	NM_004979
ENSG00000139329	12	91497232	91505542	-1	q21.33	LUM	4060	NM_002345
ENSG00000235156	3	99904531	99913035	1	q12.1	TMEM30C	null	NR_028358
ENSG00000166930	11	60197062	60222687	1	q12.2	MS4A5	64232	NM_023945
ENSG00000021852	1	57394883	57431813	-1	p32.2	C8B	732	NM_000066
ENSG00000141642	18	48494386	48514491	1	q21.2	ELAC1	55520	NM_018696
